,id,sentence,split,normalized,check
1871,07d822bb0dc8,সাম্প্রতিককালের ক্রিকেট ইতিহাসে যেটি বিখ্যাত হয়ে আছে সবচেয়ে জমজমাট সিরিজ হিসেবে।,train,সাম্প্রতিককালের ক্রিকেট ইতিহাসে যেটি বিখ্যাত হয়ে আছে সবচেয়ে জমজমাট সিরিজ হিসেবে।,True
1872,0436758fc6c4,"কালকেও যাবি, আজকেও যাবি।",train,"কালকেও যাবি, আজকেও যাবি।",True
1873,090582a3d9a1,"অসম্ভব মুগ্ধতা নিয়ে বাসায় এসে এজাজকে বললাম, জ্যাকুলিন বাংলাদেশি খাবার খুব পছন্দ করেছে।",train,"অসম্ভব মুগ্ধতা নিয়ে বাসায় এসে এজাজকে বললাম, জ্যাকুলিন বাংলাদেশি খাবার খুব পছন্দ করেছে।",True
1874,0283a7f308dd,এই মেয়ের বিয়ের সঙ্গে কোনো-না- কোনোভাবে যুক্ত থাকা একটা ভাগ্যের ব্যাপার।,train,এই মেয়ের বিয়ের সঙ্গে কোনো-না- কোনোভাবে যুক্ত থাকা একটা ভাগ্যের ব্যাপার।,True
1875,02d2399eddc4,ইউনিয়নের বর্তমান চেয়ারম্যান ফিরোজ আলম।,valid,ইউনিয়নের বর্তমান চেয়ারম্যান ফিরোজ আলম।,True
1876,025178adacac,মানিকগঞ্জ জেলা পরিষদ নির্বাচনে গতকাল সোমবার প্রার্থীদের মধ্যে প্রতীক বরাদ্দ দেওয়া হয়েছে।,train,মানিকগঞ্জ জেলা পরিষদ নির্বাচনে গতকাল সোমবার প্রার্থীদের মধ্যে প্রতীক বরাদ্দ দেওয়া হয়েছে।,True
1877,0bd7cc203aeb,ছোট্ট একটা কবর ছাড়া বাড়িতে কোনোরকম পরিবর্তন হল না।,train,ছোট্ট একটা কবর ছাড়া বাড়িতে কোনোরকম পরিবর্তন হল না।,True
1878,0a8fe8a2c390,শিক্ষাজীবন শেষ করে তিনি বাংলাদেশ ইসলামী বিশ্ববিদ্যালয়ে প্রভাষক হিসেবে যোগদান করেন।,valid,শিক্ষাজীবন শেষ করে তিনি বাংলাদেশ ইসলামী বিশ্ববিদ্যালয়ে প্রভাষক হিসেবে যোগদান করেন।,True
1879,04c02e3ea444,প্রসিদ্ধ স্তোত্র ও ক্রিয়ানুষ্ঠানবিধি বা ব্রাহ্মণগুলি কর্মকাণ্ডের অন্তর্গত।,train,প্রসিদ্ধ স্তোত্র ও ক্রিয়ানুষ্ঠানবিধি বা ব্রাহ্মণগুলি কর্মকাণ্ডের অন্তর্গত।,True
1880,08771624c507,এটি ব্রাজিলের মসজিদ ইসলামিক কেন্দ্রগুলি একটি তালিকা।,valid,এটি ব্রাজিলের মসজিদ ইসলামিক কেন্দ্রগুলি একটি তালিকা।,True
1881,04dca346176e,অর্থাৎ এনজাইম ও প্রোটিন অণু বংশাণু কর্তৃক সৃষ্ট।,valid,অর্থাৎ এনজাইম ও প্রোটিন অণু বংশাণু কর্তৃক সৃষ্ট।,True
1882,020d0451643f,এগুলো অনেক মিস করতাম।,train,এগুলো অনেক মিস করতাম।,True
1883,089af1984ba6,"কিন্তু তখনই ভাবিল, আমি তো বাঁচিয়া নাই, আমাকে বাড়িতে লইবে কেন।",train,"কিন্তু তখনই ভাবিল, আমি তো বাঁচিয়া নাই, আমাকে বাড়িতে লইবে কেন।",True
1884,000b83ca7ef9,আমাদের খাদ্যের দরকার ছিল।,train,আমাদের খাদ্যের দরকার ছিল।,True
1885,02f2db78bcf0,এ সময় তাল কিনে এর রস সংরক্ষণ করতে পারেন বছরজুড়ে।,train,এ সময় তাল কিনে এর রস সংরক্ষণ করতে পারেন বছরজুড়ে।,True
1886,079689093cea,মায়ের দুধ বিশ্বস্ত ও নিরাপদ এবং শিশু যা সহজেই হজম করতে পারে।,train,মায়ের দুধ বিশ্বস্ত ও নিরাপদ এবং শিশু যা সহজেই হজম করতে পারে।,True
1887,0819e19e475a,ফুরিয়ে রূপান্তর প্রকাশের অন্যান্য নিয়ম আছে যা নিচে আলোচিত হবে।,valid,ফুরিয়ে রূপান্তর প্রকাশের অন্যান্য নিয়ম আছে যা নিচে আলোচিত হবে।,True
1888,033c30e8f30f,"তাই, আমি পালিয়ে এলাম।",train,"তাই, আমি পালিয়ে এলাম।",True
1889,0380e12822be,শিশুর স্কুলব্যাগে বেশি বইখাতা বহন করতে হলে তাকে দুটি আলাদা ব্যাগ দিন।,train,শিশুর স্কুলব্যাগে বেশি বইখাতা বহন করতে হলে তাকে দুটি আলাদা ব্যাগ দিন।,True
1890,09c27cc313d6,এখানকার প্রধান নদী ভৈরব।,valid,এখানকার প্রধান নদী ভৈরব।,True
1891,0376407f1eda,কেন তুমি আমার আঁকা ছবিটা ছিঁড়ে ফেলেছিলে?,train,কেন তুমি আমার আঁকা ছবিটা ছিঁড়ে ফেলেছিলে?,True
1892,0c1bce811b3a,মায়া এই তিনটি গুণের প্রকৃতির এবং এর প্রভাবের থেকেও উচ্চতর।,valid,মায়া এই তিনটি গুণের প্রকৃতির এবং এর প্রভাবের থেকেও উচ্চতর।,True
1893,041fc9aede8f,তুমি পুরোপুরি নিশ্চিত হতে পারো ঈশ্বর আমাকে ক্যান্সার দিয়েছেন।,train,তুমি পুরোপুরি নিশ্চিত হতে পারো ঈশ্বর আমাকে ক্যান্সার দিয়েছেন।,True
1894,0adf4d46c0b8,স্বর্ণ ও রৌপ্যপাত্রে তাহারা ছন্দ-গাথা উৎকীর্ণ করিয়াছিল।,train,স্বর্ণ ও রৌপ্যপাত্রে তাহারা ছন্দ-গাথা উৎকীর্ণ করিয়াছিল।,True
1895,0c3a342ac746,পার্ল হারবার আক্রমণ এর উপর ভিত্তি করে এই চলচ্চিত্রটি নির্মিত।,valid,পার্ল হারবার আক্রমণ এর উপর ভিত্তি করে এই চলচ্চিত্রটি নির্মিত।,True
1896,043fa10a9906,"কিন্তু সেজন্য তো আমাদের মিশন থেমে যাবে না, তাই না?",train,"কিন্তু সেজন্য তো আমাদের মিশন থেমে যাবে না, তাই না?",True
1897,053be3e764b8,তরুণ বয়সে তিনি তাঁর নানার প্রজাদের কাছ থেকে খাজনা আদায়ের দায়িত্ব পান।,train,তরুণ বয়সে তিনি তাঁর নানার প্রজাদের কাছ থেকে খাজনা আদায়ের দায়িত্ব পান।,True
1898,0805a2cea3da,তার এ অনুপস্থিতির সুযোগে ম্যাট হর্ন দলে স্থায়ীভাবে টেস্টের উদ্বোধনী ব্যাটসম্যান হিসেবে আবির্ভূত হন।,valid,তার এ অনুপস্থিতির সুযোগে ম্যাট হর্ন দলে স্থায়ীভাবে টেস্টের উদ্বোধনী ব্যাটসম্যান হিসেবে আবির্ভূত হন।,True
1899,0bae15d86e87,তবে ভারতীয় নাগরিককে আটকের বিষয়টি বিজিবির পক্ষ থেকে অস্বীকার করা হয়েছে।,train,তবে ভারতীয় নাগরিককে আটকের বিষয়টি বিজিবির পক্ষ থেকে অস্বীকার করা হয়েছে।,True
1900,0b578e3ab8b9,"আমাদের মুক্তির সংজ্ঞা অস্তিভাবাত্মক, বৌদ্ধ নির্বাণের সংজ্ঞা নাস্তিভাবদ্যোতক।",valid,"আমাদের মুক্তির সংজ্ঞা অস্তিভাবাত্মক, বৌদ্ধ নির্বাণের সংজ্ঞা নাস্তিভাবদ্যোতক।",True
1901,01878f26d4c7,প্রতিটি স্টলের সামনে শিশুদের আঁকা চিত্রের নান্দনিক প্রদর্শনী দর্শক-অতিথিদের নজর কাড়ে।,train,প্রতিটি স্টলের সামনে শিশুদের আঁকা চিত্রের নান্দনিক প্রদর্শনী দর্শক-অতিথিদের নজর কাড়ে।,True
1902,006e8e9e628b,"যখনই তাহারা কাজে হাত দিবে, অমনি আমি হাত গুটাইয়া লইব।",train,"যখনই তাহারা কাজে হাত দিবে, অমনি আমি হাত গুটাইয়া লইব।",True
1903,04483660c8ea,মঞ্চের নিচে নেমেই কর্মকর্তারা সবাই ডিজি শাকিলকে মধ্যে রেখে গোল হয়ে দাঁড়ান।,train,মঞ্চের নিচে নেমেই কর্মকর্তারা সবাই ডিজি শাকিলকে মধ্যে রেখে গোল হয়ে দাঁড়ান।,True
1904,01d2bb0d8612,"পরে, তোমার একটা সন্দে হয়েছিল, হয়তো প্রশান্ত সত্যটা জানতে পারে।",train,"পরে, তোমার একটা সন্দে হয়েছিল, হয়তো প্রশান্ত সত্যটা জানতে পারে।",True
1905,01caf93ec8d2,"জাহাঙ্গীর হাসানসভাপতি, সনাক,মুন্সিগঞ্জ, টিআইবি।",train,"জাহাঙ্গীর হাসানসভাপতি, সনাক,মুন্সিগঞ্জ, টিআইবি।",True
1906,030f3da40aab,আন্তর্জাতিক ক্রিকেট থেকে প্রত্যাখ্যাত হলেও ঘরোয়া পর্যায়ের ক্রিকেটে উইন্ডওয়ার্ড আইল্যান্ডসের সদস্যরূপে খেলা চালিয়ে যেতে থাকেন।,valid,আন্তর্জাতিক ক্রিকেট থেকে প্রত্যাখ্যাত হলেও ঘরোয়া পর্যায়ের ক্রিকেটে উইন্ডওয়ার্ড আইল্যান্ডসের সদস্যরূপে খেলা চালিয়ে যেতে থাকেন।,True
1907,0bfc184c7ce3,মানবাত্মা জ্ঞান ও অভিজ্ঞতা-লাভের জন্যই পৃথিবীতে জন্মগ্রহণ করিয়াছেন।,valid,মানবাত্মা জ্ঞান ও অভিজ্ঞতা-লাভের জন্যই পৃথিবীতে জন্মগ্রহণ করিয়াছেন।,True
1908,09b64f33f780,এরপর তিনি স্ক্যিদ-রোং অঞ্চলে মি-লা-রাস-পার স্মৃতি বিজড়িত বিভিন্ন স্থানে ভ্রমণ করেন এবং তিন বছর ঐ স্থানে সাধনায় লিপ্ত থাকেন।,valid,এরপর তিনি স্ক্যিদ-রোং অঞ্চলে মি-লা-রাস-পার স্মৃতি বিজড়িত বিভিন্ন স্থানে ভ্রমণ করেন এবং তিন বছর ঐ স্থানে সাধনায় লিপ্ত থাকেন।,True
1909,06b8288f5cd2,মন্দিরের সেবকদিগকে বিদায় করিয়া দিয়া চতুর্দশ দেবপ্রতিমা সম্মুখে করিয়া রঘুপতি একাকী বসিয়া আছেন।,train,মন্দিরের সেবকদিগকে বিদায় করিয়া দিয়া চতুর্দশ দেবপ্রতিমা সম্মুখে করিয়া রঘুপতি একাকী বসিয়া আছেন।,True
1910,050a8b8519d6,সবাইকে অবশ্যই আমার চুমু কঁপালে নিতে হবে।,train,সবাইকে অবশ্যই আমার চুমু কঁপালে নিতে হবে।,True
1911,0aa6be6a4219,তিনি ভূমধ্যসাগর অঞ্চলে ক্ষেত্র সমীক্ষা শুরু করেন এবং তাঁর অভিজ্ঞতা নিয়ে চিঠি লেখা শুরু করেন।,valid,তিনি ভূমধ্যসাগর অঞ্চলে ক্ষেত্র সমীক্ষা শুরু করেন এবং তাঁর অভিজ্ঞতা নিয়ে চিঠি লেখা শুরু করেন।,True
1912,009f734b2235,আমার একটা সমাধান আছে।,train,আমার একটা সমাধান আছে।,True
1913,06e5440ec900,যে-বাথরুমে উনি মারা গেলেন সেই বাথরুমটা দেখতে পারি?,train,যে-বাথরুমে উনি মারা গেলেন সেই বাথরুমটা দেখতে পারি?,True
1914,05e8c311bcd5,তিনি নিজের হাইগো নাম পাল্টে বাসো রাখলেন।,train,তিনি নিজের হাইগো নাম পাল্টে বাসো রাখলেন।,True
1915,0a082682368b,এখন আমাদের সময় ফিরবে।,train,এখন আমাদের সময় ফিরবে।,True
1916,06c896422977,তিনি অনেক পড়ার অভ্যাসটাও ধরে রেখেছিলেন।,train,তিনি অনেক পড়ার অভ্যাসটাও ধরে রেখেছিলেন।,True
1917,0515b4fe0770,প্রকল্পটি শুরু করার জন্য প্রস্তুত হতে চার বছর সময় লাগবে।,train,প্রকল্পটি শুরু করার জন্য প্রস্তুত হতে চার বছর সময় লাগবে।,True
1918,015991e2b6bd,কিন্তু কোনো ব্যথা করে না অথচ এগুলো আস্তে আস্তে বড় হচ্ছে।,train,কিন্তু কোনো ব্যথা করে না অথচ এগুলো আস্তে আস্তে বড় হচ্ছে।,True
1919,011a584134c8,তুই এখনও মরিসনি কেন?,train,তুই এখনও মরিসনি কেন?,True
1920,0b4f4ac99682,"ঠিক আছে, যখন তোমাকে বলবো, তখন।",train,"ঠিক আছে, যখন তোমাকে বলবো, তখন।",True
1921,0587f86d6628,এই অনুষ্ঠানটিতে সাধারণত একই কার্ডে একটি থেকে তিনটি হেল ইন এ সেল ম্যাচ হয়ে থাকে।,valid,এই অনুষ্ঠানটিতে সাধারণত একই কার্ডে একটি থেকে তিনটি হেল ইন এ সেল ম্যাচ হয়ে থাকে।,True
1922,0424267b9aa2,বলিয়া অনাবশ্যক শোরগোল করিয়া জিনিসপত্র বাঁধাবাঁধি মুটে-ডাকাডাকি শুরু করিয়া দিল।,train,বলিয়া অনাবশ্যক শোরগোল করিয়া জিনিসপত্র বাঁধাবাঁধি মুটে-ডাকাডাকি শুরু করিয়া দিল।,True
1923,051fefc3086b,শিগগিরই তাই ভাড়া বাড়িতে থাকার কষ্টের জীবন শেষ হতে চলেছে মিরাজের পরিবারের।,train,শিগগিরই তাই ভাড়া বাড়িতে থাকার কষ্টের জীবন শেষ হতে চলেছে মিরাজের পরিবারের।,True
1924,05ca988706a1,তাদের এক কন্যা সন্তান রয়েছে।,valid,তাদের এক কন্যা সন্তান রয়েছে।,True
1925,097c0939f425,তাই এ পর্যন্ত ছয় যাত্রী মারা গেছে এবং তাদের উদ্ধার করা হয়েছে।,train,তাই এ পর্যন্ত ছয় যাত্রী মারা গেছে এবং তাদের উদ্ধার করা হয়েছে।,True
1926,0c4cf1bf3503,মাসে চারবার হুগলি নদী পথে কলকাতা-মুর্শিদাবাদ-কলকাতা যাবে -আসবে এই জাহাজ।,valid,মাসে চারবার হুগলি নদী পথে কলকাতা-মুর্শিদাবাদ-কলকাতা যাবে -আসবে এই জাহাজ।,True
1927,03fa42cfaaf5,তবে গতকাল বৃহস্পতিবার রাত পর্যন্ত তেমন কোনো অগ্রগতির কথা জানা যায়নি।,train,তবে গতকাল বৃহস্পতিবার রাত পর্যন্ত তেমন কোনো অগ্রগতির কথা জানা যায়নি।,True
1928,03fac60a6800,আমি জানি কে এটা বলেছে।,train,আমি জানি কে এটা বলেছে।,True
1929,025b0fd9983d,জাতিসংঘ প্রতিষ্ঠিত হয় কবে?,train,জাতিসংঘ প্রতিষ্ঠিত হয় কবে?,True
1930,0468dbfff917,পরে মেয়ের বাবা বাদী হয়ে ফারদীনকে আসামি করে থানায় একটি মামলা করেন।,train,পরে মেয়ের বাবা বাদী হয়ে ফারদীনকে আসামি করে থানায় একটি মামলা করেন।,True
1931,072742ba2449,বিভিন্ন ধরণের তিব্বতি চিজ রয়েছে।,valid,বিভিন্ন ধরণের তিব্বতি চিজ রয়েছে।,True
1932,02c60adb4ea0,আমি তোমাকে পরীক্ষা করেছি।,train,আমি তোমাকে পরীক্ষা করেছি।,True
1933,044223d3cbfc,"এই যে আমি, লিন্ডসে।",train,"এই যে আমি, লিন্ডসে।",True
1934,00defc96d05d,"না, আমি বুঝতে পারিনি।",train,"না, আমি বুঝতে পারিনি।",True
1935,0c092d6e3198,সে উদ্দেশ্যে অন্য সব শিক্ষার চেয়ে আধ্যাত্মিক শিক্ষার দিকেই সমধিক মনোযোগ দেওয়া হয়।,train,সে উদ্দেশ্যে অন্য সব শিক্ষার চেয়ে আধ্যাত্মিক শিক্ষার দিকেই সমধিক মনোযোগ দেওয়া হয়।,True
1936,08b31e7de783,অপর দলের নেতৃত্বে আবুল খায়ের।,valid,অপর দলের নেতৃত্বে আবুল খায়ের।,True
1937,0a8b8608306c,"যুবরাজ চমক ভাঙিয়া কহিলেন, কেন, নৌকায় কেন?",train,"যুবরাজ চমক ভাঙিয়া কহিলেন, কেন, নৌকায় কেন?",True
1938,01eec30c32ab,তোমার ডান হাতে এটা কী?,train,তোমার ডান হাতে এটা কী?,True
1939,04d6dde3df77,"মার্থা, চলো তোমাকে বাড়ি পৌঁছে দিই।",train,"মার্থা, চলো তোমাকে বাড়ি পৌঁছে দিই।",True
1940,0c137b60c154,পোর্টল্যান্ডের অর্ধেক রেস্তোরাঁ আপনার কাছে ঋণী।,train,পোর্টল্যান্ডের অর্ধেক রেস্তোরাঁ আপনার কাছে ঋণী।,True
1941,09e9ac362299,হাঙ্গেরি এবং অস্ট্রিয়া যোগ্যতা অর্জন করে।,valid,হাঙ্গেরি এবং অস্ট্রিয়া যোগ্যতা অর্জন করে।,True
1942,0c30ea2e12b5,"তিনি তৎকালীন কাঞ্চনা, ডলুকূল, আমিলাইষ ইউনিয়নের চেয়ারম্যান হন।",train,"তিনি তৎকালীন কাঞ্চনা, ডলুকূল, আমিলাইষ ইউনিয়নের চেয়ারম্যান হন।",True
1943,05d0957bb5b7,"দিন কাটতো অবিচ্ছেদ্য জড়াজড়িতে, রাত্রি করে তুলত আরও কামতৃষ্ণ।",train,"দিন কাটতো অবিচ্ছেদ্য জড়াজড়িতে, রাত্রি করে তুলত আরও কামতৃষ্ণ।",True
1944,00d2e8984173,সেই জন্যই তো চুপচাপ এসে মমতা কে নিজের বাড়িতে ফিরিয়ে নিয়ে গেছে।,train,সেই জন্যই তো চুপচাপ এসে মমতা কে নিজের বাড়িতে ফিরিয়ে নিয়ে গেছে।,True
1945,039c3d58afe3,"তুমি এতদূর জড়প্রকৃতি যে, একটা অন্যায় কাজও করিতে পার না।",train,"তুমি এতদূর জড়প্রকৃতি যে, একটা অন্যায় কাজও করিতে পার না।",True
1946,0b1d85f65bfa,এন্ড্রু কিশোর সর্বাধিক আটবার এই পুরস্কার লাভ করেন।,valid,এন্ড্রু কিশোর সর্বাধিক আটবার এই পুরস্কার লাভ করেন।,True
1947,0536b4dc1965,প্রতিষ্ঠানটি চট্টগ্রাম জেলার ফটিকছড়ি উপজেলার নাজিরহাট পৌরসভায় অবস্থিত।,valid,প্রতিষ্ঠানটি চট্টগ্রাম জেলার ফটিকছড়ি উপজেলার নাজিরহাট পৌরসভায় অবস্থিত।,True
1948,0a0e61be5823,ভারতে কয়লা খনন মূলত একটি বেসরকারী ক্ষেত্র ছিল।,valid,ভারতে কয়লা খনন মূলত একটি বেসরকারী ক্ষেত্র ছিল।,True
1949,06f91ba63c51,এই জেলার নামকরণ সম্পর্কে কিছুই জানা যায়নি।,valid,এই জেলার নামকরণ সম্পর্কে কিছুই জানা যায়নি।,True
1950,0b377633d3b4,নইলে বাছুর তুমি কখনও ফেরত পেতে না।,valid,নইলে বাছুর তুমি কখনও ফেরত পেতে না।,True
1951,096268fe0f7c,জেলে থাকাকালীন আইন পড়েছিলেন তিনি।,valid,জেলে থাকাকালীন আইন পড়েছিলেন তিনি।,True
1952,0560bfa3ddef,সে তোকে বলেছে?,train,সে তোকে বলেছে?,True
1953,0808a383530d,ব্রিটিশ শাসনের আগে বর্তমান কারাগারের জায়গায় একটি মুঘল দুর্গ ছিল।,valid,ব্রিটিশ শাসনের আগে বর্তমান কারাগারের জায়গায় একটি মুঘল দুর্গ ছিল।,True
1954,09afc1666f01,ক্যাটরিনার ক্যারিয়ারের শুরুর দিকে তাঁর সঙ্গে অনেক ছবিতেই কাজ করেছেন অক্ষয়।,train,ক্যাটরিনার ক্যারিয়ারের শুরুর দিকে তাঁর সঙ্গে অনেক ছবিতেই কাজ করেছেন অক্ষয়।,True
1955,095db4c41d16,কিন্তু এসবের প্রয়োজন নেই মনে হচ্ছে কারণ আমি নিয়মিত এখানে এসে চিকিৎসা নিই।,train,কিন্তু এসবের প্রয়োজন নেই মনে হচ্ছে কারণ আমি নিয়মিত এখানে এসে চিকিৎসা নিই।,True
1956,02ac2dc6d091,নিহত সানা মিঞা খুলনা মেডিকেল কলেজ হাসপাতালে চিকিৎসাধীন অবস্থায় মারা যান।,train,নিহত সানা মিঞা খুলনা মেডিকেল কলেজ হাসপাতালে চিকিৎসাধীন অবস্থায় মারা যান।,True
1957,08b1ff77cbb4,সেইসাথে এটি তাদের বৈদেশিক মুদ্রার রিজার্ভ এর একটি অত্যন্ত গুরুত্বপূর্ণ উৎস।,valid,সেইসাথে এটি তাদের বৈদেশিক মুদ্রার রিজার্ভ এর একটি অত্যন্ত গুরুত্বপূর্ণ উৎস।,True
1958,0965ce572b94,তিনি ওস্তাদ কালীপদ দাস নামেই পরিচিত।,valid,তিনি ওস্তাদ কালীপদ দাস নামেই পরিচিত।,True
1959,0bcc5ba481a0,গোমতীর কাছে খোঁজ নিলে?,train,গোমতীর কাছে খোঁজ নিলে?,True
1960,07872763567b,চীনের সংবাদপত্রের সফর রিপোর্ট করেছে।,valid,চীনের সংবাদপত্রের সফর রিপোর্ট করেছে।,True
1961,0433c5981722,জুলাই মাস পর্যন্ত সেখানে অবস্থানের পর জেড ফোর্সে যোগদান করেন।,valid,জুলাই মাস পর্যন্ত সেখানে অবস্থানের পর জেড ফোর্সে যোগদান করেন।,True
1962,02f59e1f2a35,হিন্দার বিবেক-বুদ্ধি এ সময় বিজয় এবং প্রতিশোধ স্পৃহায় আচ্ছন্ন ছিল।,train,হিন্দার বিবেক-বুদ্ধি এ সময় বিজয় এবং প্রতিশোধ স্পৃহায় আচ্ছন্ন ছিল।,True
1963,0a0d0bde9e03,সকল জাতি ও সম্প্রদায়ের অন্তর্গত কোটি কোটি হিন্দু নরনারীর হইয়া আমি আপনাদিগকে ধন্যবাদ দিতেছি।,train,সকল জাতি ও সম্প্রদায়ের অন্তর্গত কোটি কোটি হিন্দু নরনারীর হইয়া আমি আপনাদিগকে ধন্যবাদ দিতেছি।,True
1964,079829f37297,আর কী বলিবার আছে কিছুই ভাবিয়া পাইল না।,train,আর কী বলিবার আছে কিছুই ভাবিয়া পাইল না।,True
1965,004c52de2b43,আমাকে ও-বাড়িতে নামিয়ে দিতে তোর অসুবিধা আছে?,train,আমাকে ও-বাড়িতে নামিয়ে দিতে তোর অসুবিধা আছে?,True
1966,0450077b2ef3,এখানে যাত্রীরা ভোগ গ্রহণ করতে পারে।,valid,এখানে যাত্রীরা ভোগ গ্রহণ করতে পারে।,True
1967,0bdb19afba34,"তুমি একজন রাজকুমার, এবং তুমি একজন রাজকুমারীকে বিয়ে করতে যাচ্ছ।",train,"তুমি একজন রাজকুমার, এবং তুমি একজন রাজকুমারীকে বিয়ে করতে যাচ্ছ।",True
1968,0c963007484a,মুক্তিযোদ্ধারা পেছনে সরে গেলেন।,valid,মুক্তিযোদ্ধারা পেছনে সরে গেলেন।,True
1969,04eeef7e4dfa,পাকিস্তানের বিপক্ষে খুলনা টেস্টে মুশফিকুর রহিমের চোটের কারণে কিছু সময় মাঠও সামলেছেন।,train,পাকিস্তানের বিপক্ষে খুলনা টেস্টে মুশফিকুর রহিমের চোটের কারণে কিছু সময় মাঠও সামলেছেন।,True
1970,0b6ec3a70d94,আজ সোমবার দুপুরে আদালতের নির্দেশে তাঁকে গাজীপুরের কাশিমপুর কারাগারে পাঠানো হয়।,train,আজ সোমবার দুপুরে আদালতের নির্দেশে তাঁকে গাজীপুরের কাশিমপুর কারাগারে পাঠানো হয়।,True
1971,071e8a5fe598,ঐতিহ্যবাহী রুপার গয়না গ্রামবাংলার গণ্ডি ছাড়িয়ে হাল ফ্যাশনের জগতে সমাদৃত অনেক আগে থেকেই।,train,ঐতিহ্যবাহী রুপার গয়না গ্রামবাংলার গণ্ডি ছাড়িয়ে হাল ফ্যাশনের জগতে সমাদৃত অনেক আগে থেকেই।,True
1972,0862fd5a0852,তখন আমি তাকে পাশে ঠেলে ঘরের দিকে এগোলুম।,train,তখন আমি তাকে পাশে ঠেলে ঘরের দিকে এগোলুম।,True
1973,0abb54a60269,সলোমনের প্রার্থনা-সঙ্গীতগুলি বাইবেলের চমৎকার অংশগুলির অন্যতম।,train,সলোমনের প্রার্থনা-সঙ্গীতগুলি বাইবেলের চমৎকার অংশগুলির অন্যতম।,True
1974,04869d314495,"নীলিমা সেন সারা ভারত, বাংলাদেশ, যুক্তরাজ্য, মার্কিন যুক্তরাষ্ট্র, মায়ানমার ও মালয়েশিয়ায় অনুষ্ঠান করেছেন।",valid,"নীলিমা সেন সারা ভারত, বাংলাদেশ, যুক্তরাজ্য, মার্কিন যুক্তরাষ্ট্র, মায়ানমার ও মালয়েশিয়ায় অনুষ্ঠান করেছেন।",True
1975,0351f7afd76a,এই উপন্যাসের জন্য তিনি ভারতের সর্বোচ্চ সাহিত্য সম্মান জ্ঞানপীঠ পুরস্কার লাভ করেন।,valid,এই উপন্যাসের জন্য তিনি ভারতের সর্বোচ্চ সাহিত্য সম্মান জ্ঞানপীঠ পুরস্কার লাভ করেন।,True
1976,0100c3fad3a3,আমি আমার ছেলের সুস্থতার জন্য যজ্ঞ করাচ্ছি।,train,আমি আমার ছেলের সুস্থতার জন্য যজ্ঞ করাচ্ছি।,True
1977,0455569ed9cb,সে টিন আইডল পছন্দ করতো?,train,সে টিন আইডল পছন্দ করতো?,True
1978,00bb57e8199a,দুর্ভাগ্যের দুনিয়া পেরিয়ে এখানে আসার উপায়।,train,দুর্ভাগ্যের দুনিয়া পেরিয়ে এখানে আসার উপায়।,True
1979,0631f335a1b5,কাজেই সাময়িকভাবে ক্ষতিগ্রস্ত হলেও পরে সুফল লাভ হয়ে থাকে।,train,কাজেই সাময়িকভাবে ক্ষতিগ্রস্ত হলেও পরে সুফল লাভ হয়ে থাকে।,True
1980,0568f29ec56a,"বলতে পার, ইহুদীরা এ পর্যন্ত কার সাথে অঙ্গীকার ঠিক রেখেছে?",train,"বলতে পার, ইহুদীরা এ পর্যন্ত কার সাথে অঙ্গীকার ঠিক রেখেছে?",True
1981,0a46e7906437,সম্মানের সাথে বাঁচবো।,train,সম্মানের সাথে বাঁচবো।,True
1982,07f7d057582b,"যখন রানিকে শান্ত করার জন্য চিকিৎসা চলছিল, সে নিশ্চয়ই তখন পালিয়েছে।",train,"যখন রানিকে শান্ত করার জন্য চিকিৎসা চলছিল, সে নিশ্চয়ই তখন পালিয়েছে।",True
1983,09ece501b744,এইভাবে উপনিবেশগুলির দেশীয় মানুষেরা নিজের দেশেই দাসত্বের শিকার হয়েছিল।,valid,এইভাবে উপনিবেশগুলির দেশীয় মানুষেরা নিজের দেশেই দাসত্বের শিকার হয়েছিল।,True
1984,083627fb3e53,"নানাকো, এমন কথা বলে না।",train,"নানাকো, এমন কথা বলে না।",True
1985,07450df26006,পরে মিতু ঘরের দরজা লাগিয়ে দিয়ে গায়ে কেরোসিন ঢেলে আগুন ধরিয়ে দেন।,train,পরে মিতু ঘরের দরজা লাগিয়ে দিয়ে গায়ে কেরোসিন ঢেলে আগুন ধরিয়ে দেন।,True
1986,060e1849954a,সম্ভবত ক্রিকেট খেলা উদ্ভূত হয়েছিলো খেলা থেকে।,valid,সম্ভবত ক্রিকেট খেলা উদ্ভূত হয়েছিলো খেলা থেকে।,True
1987,05b08b9ed09f,রাশিয়ার ডায়নামো মস্কোর হয়ে খেলা ক্রিশ্চিয়ানো নবোয়ার দিকেও চোখ থাকবে সবার।,train,রাশিয়ার ডায়নামো মস্কোর হয়ে খেলা ক্রিশ্চিয়ানো নবোয়ার দিকেও চোখ থাকবে সবার।,True
1988,0071142bac1f,তাহলে এই কৌতুকটাও আপনার পছন্দ হবে।,train,তাহলে এই কৌতুকটাও আপনার পছন্দ হবে।,True
1989,0aaad721f392,তাঁর তিন ছেলেমেয়ে।,valid,তাঁর তিন ছেলেমেয়ে।,True
1990,0462f7bdd476,বাসার ঠিকানা মনে নেই মানে?,train,বাসার ঠিকানা মনে নেই মানে?,True
